"","gender","age","class","embarked","fare","sibsp","parch","survived"
"1514","male",17,"restaurant staff","Southampton",0,0,0,0
"1515","male",30,"victualling crew","Southampton",0,0,0,1
"1516","male",35,"victualling crew","Belfast",0,0,0,0
"1517","male",49,"victualling crew","Belfast",0,0,0,1
"1518","male",38,"victualling crew","Belfast",0,0,0,1
"1519","male",35,"engineering crew","Southampton",0,0,0,0
"1520","male",26,"engineering crew","Southampton",0,0,0,0
"1521","male",18,"victualling crew","Southampton",0,0,0,1
"1522","male",18,"victualling crew","Southampton",0,0,0,0
"1523","male",32,"victualling crew","Belfast",0,0,0,0
"1524","male",26,"victualling crew","Belfast",0,0,0,0
"1525","male",33,"engineering crew","Southampton",0,0,0,0
"1526","male",29,"victualling crew","Belfast",0,0,0,0
"1527","male",39,"deck crew","Southampton",0,0,0,0
"1528","male",23,"engineering crew","Southampton",0,0,0,0
"1529","male",19,"victualling crew","Southampton",0,0,0,0
"1530","male",18,"restaurant staff","Southampton",0,0,0,0
"1531","male",35,"victualling crew","Belfast",0,0,0,0
"1532","male",20,"restaurant staff","Southampton",0,0,0,0
"1533","male",29,"victualling crew","Belfast",0,0,0,0
"1534","male",38,"victualling crew","Southampton",0,0,0,0
"1535","male",20,"restaurant staff","Southampton",0,0,0,0
"1536","male",27,"engineering crew","Southampton",0,0,0,1
"1537","male",37,"engineering crew","Southampton",0,0,0,0
"1538","male",30,"engineering crew","Southampton",0,0,0,1
"1539","male",34,"engineering crew","Southampton",0,0,0,1
"1540","male",49,"victualling crew","Southampton",0,0,0,0
"1541","male",39,"engineering crew","Belfast",0,0,0,0
"1542","male",44,"victualling crew","Belfast",0,0,0,0
"1543","male",27,"engineering crew","Southampton",0,0,0,0
"1544","male",22,"engineering crew","Southampton",0,0,0,1
"1545","male",39,"victualling crew","Belfast",0,0,0,0
"1546","male",17,"restaurant staff","Southampton",0,0,0,0
"1547","male",35,"victualling crew","Belfast",0,0,0,0
"1548","male",23,"engineering crew","Southampton",0,0,0,1
"1549","male",20,"restaurant staff","Southampton",0,0,0,0
"1550","male",22,"victualling crew","Southampton",0,0,0,0
"1551","male",27,"engineering crew","Southampton",0,0,0,0
"1552","male",36,"engineering crew","Belfast",0,0,0,0
"1553","male",48,"victualling crew","Southampton",0,0,0,0
"1554","male",38,"engineering crew","Southampton",0,0,0,0
"1555","male",24,"engineering crew","Belfast",0,0,0,0
"1556","male",33,"victualling crew","Southampton",0,0,0,0
"1557","male",41,"engineering crew","Southampton",0,0,0,1
"1558","male",22,"engineering crew","Southampton",0,0,0,0
"1559","male",44,"engineering crew","Southampton",0,0,0,0
"1560","male",23,"victualling crew","Southampton",0,0,0,0
"1561","male",23,"victualling crew","Southampton",0,0,0,0
"1562","male",39,"victualling crew","Southampton",0,0,0,0
"1563","male",39,"victualling crew","Southampton",0,0,0,0
"1564","male",48,"victualling crew","Southampton",0,0,0,0
"1565","male",23,"engineering crew","Southampton",0,0,0,0
"1566","male",29,"victualling crew","Southampton",0,0,0,1
"1567","male",34,"victualling crew","Southampton",0,0,0,0
"1568","male",18,"engineering crew","Belfast",0,0,0,0
"1569","male",43,"victualling crew","Belfast",0,0,0,1
"1570","male",25,"deck crew","Southampton",0,0,0,1
"1571","male",27,"deck crew","Southampton",0,0,0,1
"1572","male",27,"victualling crew","Belfast",0,0,0,0
"1573","male",33,"engineering crew","Southampton",0,0,0,0
"1574","male",38,"victualling crew","Belfast",0,0,0,0
"1575","male",22,"victualling crew","Belfast",0,0,0,0
"1576","male",39,"engineering crew","Belfast",0,0,0,0
"1577","male",37,"victualling crew","Belfast",0,0,0,1
"1578","male",30,"engineering crew","Southampton",0,0,0,0
"1579","male",29,"victualling crew","Belfast",0,0,0,0
"1580","male",42,"victualling crew","Southampton",0,0,0,0
"1581","male",33,"engineering crew","Southampton",0,0,0,0
"1582","male",39,"engineering crew","Southampton",0,0,0,0
"1583","male",30,"restaurant staff","Southampton",0,0,0,0
"1584","male",19,"victualling crew","Southampton",0,0,0,0
"1585","male",23,"restaurant staff","Southampton",0,0,0,0
"1586","male",21,"engineering crew","Southampton",0,0,0,1
"1587","male",29,"engineering crew","Belfast",0,0,0,0
"1588","male",52,"engineering crew","Southampton",0,0,0,1
"1589","male",24,"deck crew","Belfast",0,0,0,1
"1590","male",26,"victualling crew","Belfast",0,0,0,0
"1591","male",46,"deck crew","Belfast",0,0,0,1
"1592","male",22,"victualling crew","Southampton",0,0,0,1
"1593","male",33,"victualling crew","Southampton",0,0,0,0
"1594","male",44,"victualling crew","Southampton",0,0,0,0
"1595","male",22,"engineering crew","Southampton",0,0,0,0
"1596","male",33,"engineering crew","Southampton",0,0,0,0
"1597","male",27,"deck crew","Southampton",0,0,0,1
"1598","male",37,"engineering crew","Belfast",0,0,0,0
"1599","male",27,"victualling crew","Southampton",0,0,0,0
"1600","male",28,"victualling crew","Southampton",0,0,0,0
"1601","male",30,"engineering crew","Southampton",0,0,0,0
"1602","male",30,"engineering crew","Belfast",0,0,0,0
"1603","male",21,"engineering crew","Southampton",0,0,0,1
"1604","male",45,"victualling crew","Belfast",0,0,0,0
"1605","male",29,"engineering crew","Southampton",0,0,0,1
"1606","male",37,"restaurant staff","Southampton",0,0,0,0
"1607","male",32,"victualling crew","Southampton",0,0,0,0
"1608","male",26,"engineering crew","Southampton",0,0,0,0
"1609","male",36,"victualling crew","Southampton",0,0,0,1
"1610","male",31,"restaurant staff","Southampton",0,0,0,0
"1611","male",32,"victualling crew","Southampton",0,0,0,0
"1612","male",38,"victualling crew","Belfast",0,0,0,0
"1613","male",38,"victualling crew","Southampton",0,0,0,0
"1614","male",61,"engineering crew","Southampton",0,0,0,1
"1615","male",36,"engineering crew","Southampton",0,0,0,0
"1616","male",32,"engineering crew","Southampton",0,0,0,0
"1617","female",45,"victualling crew","Southampton",0,0,0,1
"1618","male",28,"victualling crew","Southampton",0,0,0,0
"1619","male",29,"engineering crew","Southampton",0,0,0,0
"1620","male",41,"engineering crew","Southampton",0,0,0,0
"1621","male",40,"victualling crew","Belfast",0,0,0,0
"1622","male",22,"engineering crew","Southampton",0,0,0,0
"1623","male",26,"engineering crew","Southampton",0,0,0,0
"1624","male",22,"engineering crew","Southampton",0,0,0,0
"1625","male",28,"engineering crew","Belfast",0,0,0,1
"1626","male",43,"engineering crew","Southampton",0,0,0,0
"1627","female",45,"victualling crew","Southampton",0,0,0,1
"1628","male",24,"restaurant staff","Southampton",0,0,0,0
"1629","male",24,"engineering crew","Southampton",0,0,0,0
"1630","male",30,"victualling crew","Southampton",0,0,0,0
"1631","male",29,"victualling crew","Southampton",0,0,0,1
"1632","male",37,"victualling crew","Southampton",0,0,0,0
"1633","male",35,"engineering crew","Belfast",0,0,0,1
"1634","male",31,"deck crew","Belfast",0,0,0,1
"1635","male",22,"victualling crew","Southampton",0,0,0,1
"1636","male",23,"engineering crew","Southampton",0,0,0,0
"1637","male",41,"victualling crew","Southampton",0,0,0,0
"1638","male",32,"engineering crew","Southampton",0,0,0,0
"1639","male",47,"victualling crew","Southampton",0,0,0,0
"1640","male",25,"victualling crew","Belfast",0,0,0,0
"1641","male",54,"engineering crew","Southampton",0,0,0,0
"1642","male",30,"engineering crew","Southampton",0,0,0,0
"1643","male",39,"deck crew","Southampton",0,0,0,1
"1644","male",21,"victualling crew","Southampton",0,0,0,0
"1645","male",21,"victualling crew","Southampton",0,0,0,1
"1646","male",40,"victualling crew","Belfast",0,0,0,1
"1647","male",24,"engineering crew","Southampton",0,0,0,0
"1648","male",19,"victualling crew","Southampton",0,0,0,0
"1649","male",17,"victualling crew","Southampton",0,0,0,0
"1650","male",29,"engineering crew","Southampton",0,0,0,0
"1651","male",17,"victualling crew","Southampton",0,0,0,0
"1652","male",39,"engineering crew","Southampton",0,0,0,1
"1653","male",40,"victualling crew","Southampton",0,0,0,1
"1654","male",38,"engineering crew","Belfast",0,0,0,0
"1655","male",54,"engineering crew","Southampton",0,0,0,0
"1656","male",32,"victualling crew","Southampton",0,0,0,1
"1657","male",21,"victualling crew","Southampton",0,0,0,1
"1658","male",34,"engineering crew","Belfast",0,0,0,0
"1659","male",23,"victualling crew","Southampton",0,0,0,0
"1660","male",52,"victualling crew","Southampton",0,0,0,0
"1661","male",43,"victualling crew","Southampton",0,0,0,0
"1662","male",45,"victualling crew","Belfast",0,0,0,0
"1663","male",24,"engineering crew","Southampton",0,0,0,0
"1664","male",22,"engineering crew","Southampton",0,0,0,1
"1665","male",30,"victualling crew","Southampton",0,0,0,0
"1666","male",43,"deck crew","Belfast",0,0,0,1
"1667","male",28,"engineering crew","Southampton",0,0,0,1
"1668","male",40,"victualling crew","Belfast",0,0,0,0
"1669","male",26,"victualling crew","Southampton",0,0,0,0
"1670","male",33,"engineering crew","Belfast",0,0,0,0
"1671","male",45,"engineering crew","Southampton",0,0,0,0
"1672","male",37,"victualling crew","Belfast",0,0,0,0
"1673","male",29,"deck crew","Southampton",0,0,0,1
"1674","male",36,"victualling crew","Southampton",0,0,0,0
"1675","male",25,"engineering crew","Southampton",0,0,0,0
"1676","male",43,"victualling crew","Belfast",0,0,0,0
"1677","male",40,"victualling crew","Southampton",0,0,0,0
"1678","male",36,"victualling crew","Southampton",0,0,0,0
"1679","male",31,"engineering crew","Southampton",0,0,0,0
"1680","male",25,"victualling crew","Southampton",0,0,0,0
"1681","male",19,"victualling crew","Belfast",0,0,0,0
"1682","male",29,"engineering crew","Belfast",0,0,0,0
"1683","male",26,"engineering crew","Southampton",0,0,0,0
"1684","male",46,"engineering crew","Belfast",0,0,0,0
"1685","male",43,"victualling crew","Southampton",0,0,0,0
"1686","male",29,"deck crew","Belfast",0,0,0,1
"1687","male",22,"victualling crew","Southampton",0,0,0,0
"1688","male",28,"victualling crew","Belfast",0,0,0,0
"1689","male",24,"victualling crew","Southampton",0,0,0,0
"1690","male",29,"deck crew","Belfast",0,0,0,0
"1691","male",29,"engineering crew","Southampton",0,0,0,0
"1692","male",15,"victualling crew","Southampton",0,0,0,0
"1693","male",40,"deck crew","Southampton",0,0,0,1
"1694","male",33,"deck crew","Southampton",0,0,0,1
"1695","male",23,"engineering crew","Southampton",0,0,0,0
"1696","male",36,"engineering crew","Belfast",0,0,0,0
"1697","male",38,"victualling crew","Belfast",0,0,0,0
"1698","male",31,"victualling crew","Belfast",0,0,0,0
"1699","male",34,"victualling crew","Southampton",0,0,0,0
"1700","male",18,"victualling crew","Southampton",0,0,0,0
"1701","male",32,"victualling crew","Southampton",0,0,0,0
"1702","male",53,"deck crew","Southampton",0,0,0,1
"1703","male",23,"engineering crew","Southampton",0,0,0,1
"1704","male",27,"engineering crew","Southampton",0,0,0,0
"1705","male",41,"engineering crew","Southampton",0,0,0,0
"1706","male",23,"engineering crew","Southampton",0,0,0,1
"1707","male",31,"victualling crew","Southampton",0,0,0,0
"1708","male",28,"deck crew","Belfast",0,0,0,0
"1709","male",19,"victualling crew","Southampton",0,0,0,1
"1710","male",31,"victualling crew","Southampton",0,0,0,0
"1711","male",19,"engineering crew","Southampton",0,0,0,0
"1712","male",21,"victualling crew","Southampton",0,0,0,0
"1713","male",20,"victualling crew","Southampton",0,0,0,0
"1714","male",33,"engineering crew","Southampton",0,0,0,0
"1715","male",30,"engineering crew","Southampton",0,0,0,0
"1716","male",22,"victualling crew","Belfast",0,0,0,0
"1717","male",59,"engineering crew","Southampton",0,0,0,0
"1718","male",38,"restaurant staff","Southampton",0,0,0,0
"1719","male",27,"engineering crew","Southampton",0,0,0,0
"1720","male",35,"victualling crew","Belfast",0,0,0,0
"1721","male",29,"restaurant staff","Southampton",0,0,0,0
"1722","male",28,"restaurant staff","Southampton",0,0,0,0
"1723","male",55,"victualling crew","Belfast",0,0,0,0
"1724","male",25,"victualling crew","Southampton",0,0,0,0
"1725","female",24,"victualling crew","Southampton",0,0,0,1
"1726","male",23,"deck crew","Belfast",0,0,0,1
"1727","male",38,"engineering crew","Southampton",0,0,0,0
"1728","male",41,"victualling crew","Belfast",0,0,0,1
"1729","male",17,"victualling crew","Southampton",0,0,0,0
"1730","male",37,"victualling crew","Southampton",0,0,0,0
"1731","male",29,"victualling crew","Southampton",0,0,0,0
"1732","male",32,"deck crew","Southampton",0,0,0,1
"1733","male",21,"victualling crew","Southampton",0,0,0,0
"1734","male",24,"restaurant staff","Southampton",0,0,0,0
"1735","male",32,"victualling crew","Belfast",0,0,0,1
"1736","male",31,"engineering crew","Southampton",0,0,0,1
"1737","male",38,"engineering crew","Southampton",0,0,0,0
"1738","male",30,"engineering crew","Southampton",0,0,0,0
"1739","male",40,"engineering crew","Southampton",0,0,0,1
"1740","male",44,"engineering crew","Southampton",0,0,0,0
"1741","male",25,"engineering crew","Southampton",0,0,0,0
"1742","male",30,"victualling crew","Southampton",0,0,0,1
"1743","male",18,"victualling crew","Southampton",0,0,0,0
"1744","male",23,"engineering crew","Belfast",0,0,0,0
"1745","male",22,"engineering crew","Southampton",0,0,0,1
"1746","male",43,"engineering crew","Belfast",0,0,0,0
"1747","male",37,"engineering crew","Southampton",0,0,0,0
"1748","male",30,"victualling crew","Southampton",0,0,0,0
"1749","male",44,"engineering crew","Belfast",0,0,0,0
"1750","male",28,"victualling crew","Southampton",0,0,0,0
"1751","male",26,"engineering crew","Southampton",0,0,0,0
"1752","male",36,"victualling crew","Belfast",0,0,0,0
"1753","male",34,"victualling crew","Southampton",0,0,0,0
"1754","male",35,"victualling crew","Southampton",0,0,0,0
"1755","male",18,"victualling crew","Southampton",0,0,0,0
"1756","male",28,"victualling crew","Southampton",0,0,0,0
"1757","male",20,"victualling crew","Southampton",0,0,0,0
"1758","male",42,"deck crew","Southampton",0,0,0,0
"1759","male",48,"victualling crew","Southampton",0,0,0,0
"1760","male",30,"engineering crew","Southampton",0,0,0,0
"1761","male",36,"victualling crew","Southampton",0,0,0,0
"1762","male",43,"engineering crew","Southampton",0,0,0,0
"1763","male",31,"victualling crew","Southampton",0,0,0,0
"1764","male",33,"victualling crew","Southampton",0,0,0,0
"1765","male",49,"victualling crew","Southampton",0,0,0,1
"1766","male",21,"victualling crew","Southampton",0,0,0,0
"1767","male",43,"engineering crew","Southampton",0,0,0,1
"1768","male",20,"victualling crew","Southampton",0,0,0,0
"1769","male",41,"engineering crew","Southampton",0,0,0,0
"1770","male",46,"victualling crew","Belfast",0,0,0,0
"1771","male",34,"victualling crew","Southampton",0,0,0,0
"1772","male",55,"victualling crew","Belfast",0,0,0,0
"1773","female",40,"victualling crew","Southampton",0,0,0,1
"1774","male",36,"victualling crew","Belfast",0,0,0,0
"1775","male",22,"victualling crew","Southampton",0,0,0,0
"1776","female",50,"victualling crew","Southampton",0,0,0,1
"1777","male",18,"engineering crew","Southampton",0,0,0,0
"1778","male",29,"victualling crew","Southampton",0,0,0,1
"1779","male",41,"deck crew","Southampton",0,0,0,1
"1780","male",35,"victualling crew","Southampton",0,0,0,0
"1781","male",25,"victualling crew","Belfast",0,0,0,0
"1782","male",26,"victualling crew","Belfast",0,0,0,0
"1783","male",27,"victualling crew","Southampton",0,0,0,1
"1784","male",24,"victualling crew","Southampton",0,0,0,0
"1785","male",20,"engineering crew","Southampton",0,0,0,0
"1786","male",47,"engineering crew","Southampton",0,0,0,0
"1787","male",38,"deck crew","Belfast",0,0,0,1
"1788","male",30,"engineering crew","Southampton",0,0,0,1
"1789","male",40,"victualling crew","Belfast",0,0,0,1
"1790","male",41,"victualling crew","Belfast",0,0,0,0
"1791","male",29,"engineering crew","Southampton",0,0,0,0
"1792","male",33,"victualling crew","Southampton",0,0,0,0
"1793","male",31,"engineering crew","Southampton",0,0,0,0
"1794","male",36,"engineering crew","Southampton",0,0,0,0
"1795","male",20,"victualling crew","Southampton",0,0,0,0
"1796","male",37,"victualling crew","Southampton",0,0,0,0
"1797","male",29,"deck crew","Belfast",0,0,0,1
"1798","male",25,"deck crew","Southampton",0,0,0,1
"1799","male",31,"victualling crew","Belfast",0,0,0,1
"1800","male",45,"victualling crew","Southampton",0,0,0,0
"1801","male",26,"deck crew","Southampton",0,0,0,0
"1802","male",24,"victualling crew","Southampton",0,0,0,0
"1803","male",34,"victualling crew","Southampton",0,0,0,0
"1804","male",32,"engineering crew","Belfast",0,0,0,0
"1805","male",36,"victualling crew","Belfast",0,0,0,0
"1806","male",32,"engineering crew","Southampton",0,0,0,1
"1807","male",40,"victualling crew","Southampton",0,0,0,0
"1808","male",50,"victualling crew","Southampton",0,0,0,0
"1809","male",27,"engineering crew","Southampton",0,0,0,0
"1810","male",27,"victualling crew","Southampton",0,0,0,0
"1811","male",21,"victualling crew","Southampton",0,0,0,0
"1812","female",28,"victualling crew","Southampton",0,0,0,1
"1813","male",40,"engineering crew","Southampton",0,0,0,0
"1814","female",20,"restaurant staff","Southampton",0,0,0,1
"1815","female",39,"victualling crew","Southampton",0,0,0,1
"1816","male",25,"engineering crew","Southampton",0,0,0,0
"1817","male",32,"engineering crew","Southampton",0,0,0,1
"1818","male",39,"engineering crew","Southampton",0,0,0,0
"1819","male",30,"deck crew","Southampton",0,0,0,0
"1820","male",29,"deck crew","Southampton",0,0,0,0
"1821","male",20,"restaurant staff","Southampton",0,0,0,0
"1822","male",25,"restaurant staff","Southampton",0,0,0,1
"1823","male",30,"deck crew","Belfast",0,0,0,0
"1824","male",22,"engineering crew","Southampton",0,0,0,0
"1825","male",59,"engineering crew","Southampton",0,0,0,0
"1826","male",31,"victualling crew","Belfast",0,0,0,1
"1827","male",28,"engineering crew","Southampton",0,0,0,0
"1828","male",53,"victualling crew","Belfast",0,0,0,0
"1829","male",25,"engineering crew","Southampton",0,0,0,1
"1830","male",38,"engineering crew","Southampton",0,0,0,0
"1831","male",23,"engineering crew","Southampton",0,0,0,0
"1832","male",38,"victualling crew","Southampton",0,0,0,0
"1833","male",47,"deck crew","Southampton",0,0,0,1
"1834","male",38,"engineering crew","Southampton",0,0,0,0
"1835","male",36,"victualling crew","Belfast",0,0,0,0
"1836","male",37,"victualling crew","Southampton",0,0,0,0
"1837","male",29,"engineering crew","Southampton",0,0,0,1
"1838","male",34,"engineering crew","Southampton",0,0,0,0
"1839","male",30,"engineering crew","Southampton",0,0,0,0
"1840","male",36,"deck crew","Southampton",0,0,0,1
"1841","male",17,"victualling crew","Southampton",0,0,0,0
"1842","male",38,"engineering crew","Southampton",0,0,0,0
"1843","male",21,"engineering crew","Southampton",0,0,0,1
"1844","male",30,"victualling crew","Belfast",0,0,0,1
"1845","female",40,"victualling crew","Southampton",0,0,0,1
"1846","male",23,"victualling crew","Belfast",0,0,0,1
"1847","male",21,"victualling crew","Belfast",0,0,0,0
"1848","male",36,"victualling crew","Belfast",0,0,0,0
"1849","male",44,"victualling crew","Belfast",0,0,0,0
"1850","male",26,"engineering crew","Belfast",0,0,0,0
"1851","male",32,"engineering crew","Southampton",0,0,0,0
"1852","male",22,"engineering crew","Belfast",0,0,0,0
"1853","male",34,"victualling crew","Southampton",0,0,0,0
"1854","male",27,"engineering crew","Belfast",0,0,0,0
"1855","male",28,"victualling crew","Southampton",0,0,0,0
"1856","male",28,"engineering crew","Southampton",0,0,0,0
"1857","male",26,"engineering crew","Belfast",0,0,0,0
"1858","male",32,"engineering crew","Belfast",0,0,0,0
"1859","male",51,"victualling crew","Southampton",0,0,0,1
"1860","male",46,"engineering crew","Southampton",0,0,0,0
"1861","male",53,"victualling crew","Belfast",0,0,0,0
"1862","male",19,"engineering crew","Southampton",0,0,0,0
"1863","male",20,"restaurant staff","Southampton",0,0,0,0
"1864","male",23,"restaurant staff","Southampton",0,0,0,0
"1865","male",24,"deck crew","Belfast",0,0,0,0
"1866","male",39,"victualling crew","Southampton",0,0,0,0
"1867","male",32,"deck crew","Southampton",0,0,0,1
"1868","male",29,"engineering crew","Southampton",0,0,0,1
"1869","male",22,"engineering crew","Southampton",0,0,0,0
"1870","male",44,"engineering crew","Southampton",0,0,0,0
"1871","male",42,"victualling crew","Southampton",0,0,0,0
"1872","male",27,"engineering crew","Southampton",0,0,0,0
"1873","male",26,"engineering crew","Southampton",0,0,0,0
"1874","male",30,"engineering crew","Southampton",0,0,0,0
"1875","male",28,"victualling crew","Belfast",0,0,0,1
"1876","male",23,"engineering crew","Southampton",0,0,0,0
"1877","male",36,"victualling crew","Belfast",0,0,0,0
"1878","male",24,"engineering crew","Belfast",0,0,0,0
"1879","male",37,"victualling crew","Southampton",0,0,0,0
"1880","male",20,"victualling crew","Southampton",0,0,0,0
"1881","male",39,"deck crew","Belfast",0,0,0,0
"1882","male",42,"restaurant staff","Southampton",0,0,0,0
"1883","male",26,"victualling crew","Southampton",0,0,0,1
"1884","male",30,"engineering crew","Southampton",0,0,0,0
"1885","male",33,"engineering crew","Southampton",0,0,0,0
"1886","male",39,"victualling crew","Southampton",0,0,0,0
"1887","male",48,"deck crew","Belfast",0,0,0,0
"1888","male",46,"victualling crew","Southampton",0,0,0,0
"1889","male",35,"victualling crew","Southampton",0,0,0,1
"1890","male",30,"engineering crew","Southampton",0,0,0,0
"1891","male",42,"engineering crew","Southampton",0,0,0,0
"1892","male",22,"engineering crew","Southampton",0,0,0,0
"1893","male",21,"engineering crew","Southampton",0,0,0,0
"1894","male",30,"engineering crew","Southampton",0,0,0,1
"1895","male",30,"engineering crew","Southampton",0,0,0,1
"1896","male",29,"engineering crew","Southampton",0,0,0,1
"1897","male",44,"victualling crew","Belfast",0,0,0,0
"1898","male",31,"engineering crew","Southampton",0,0,0,0
"1899","male",27,"victualling crew","Southampton",0,0,0,0
"1900","male",32,"engineering crew","Southampton",0,0,0,1
"1901","male",27,"deck crew","Belfast",0,0,0,1
"1902","male",63,"deck crew","Belfast",0,0,0,0
"1903","male",31,"victualling crew","Southampton",0,0,0,0
"1904","male",39,"victualling crew","Southampton",0,0,0,0
"1905","male",32,"victualling crew","Belfast",0,0,0,0
"1906","male",27,"deck crew","Southampton",0,0,0,1
"1907","male",36,"engineering crew","Southampton",0,0,0,1
"1908","male",43,"victualling crew","Southampton",0,0,0,0
"1909","male",17,"victualling crew","Southampton",0,0,0,0
"1910","male",19,"restaurant staff","Southampton",0,0,0,0
"1911","male",32,"engineering crew","Southampton",0,0,0,0
"1912","male",32,"engineering crew","Southampton",0,0,0,0
"1913","male",29,"engineering crew","Southampton",0,0,0,0
"1914","male",29,"victualling crew","Southampton",0,0,0,0
"1915","male",45,"engineering crew","Belfast",0,0,0,0
"1916","male",37,"victualling crew","Southampton",0,0,0,0
"1917","male",27,"engineering crew","Belfast",0,0,0,0
"1918","male",18,"victualling crew","Southampton",0,0,0,0
"1919","male",45,"deck crew","Southampton",0,0,0,1
"1920","male",24,"victualling crew","Southampton",0,0,0,0
"1921","male",28,"engineering crew","Southampton",0,0,0,1
"1922","male",25,"victualling crew","Southampton",0,0,0,1
"1923","male",21,"restaurant staff","Southampton",0,0,0,0
"1924","male",39,"engineering crew","Southampton",0,0,0,1
"1925","male",34,"victualling crew","Southampton",0,0,0,0
"1926","male",31,"victualling crew","Southampton",0,0,0,0
"1927","male",49,"victualling crew","Belfast",0,0,0,0
"1928","male",20,"restaurant staff","Southampton",0,0,0,0
"1929","male",17,"restaurant staff","Southampton",0,0,0,0
"1930","male",22,"victualling crew","Southampton",0,0,0,0
"1931","male",37,"deck crew","Belfast",0,0,0,1
"1932","male",20,"restaurant staff","Southampton",0,0,0,0
"1933","male",48,"victualling crew","Southampton",0,0,0,0
"1934","male",32,"victualling crew","Southampton",0,0,0,0
"1935","male",19,"engineering crew","Southampton",0,0,0,1
"1936","male",23,"engineering crew","Southampton",0,0,0,0
"1937","male",26,"deck crew","Southampton",0,0,0,1
"1938","male",25,"victualling crew","Southampton",0,0,0,0
"1939","male",30,"victualling crew","Southampton",0,0,0,1
"1940","male",23,"victualling crew","Belfast",0,0,0,1
"1941","male",27,"engineering crew","Southampton",0,0,0,0
"1942","male",25,"victualling crew","Belfast",0,0,0,0
"1943","male",35,"restaurant staff","Southampton",0,0,0,0
"1944","male",17,"restaurant staff","Southampton",0,0,0,0
"1945","male",33,"restaurant staff","Southampton",0,0,0,0
"1946","male",25,"engineering crew","Southampton",0,0,0,0
"1947","male",34,"deck crew","Belfast",0,0,0,1
"1948","male",18,"victualling crew","Southampton",0,0,0,0
"1949","male",24,"engineering crew","Southampton",0,0,0,1
"1950","male",28,"restaurant staff","Southampton",0,0,0,0
"1951","male",33,"deck crew","Southampton",0,0,0,1
"1952","male",33,"engineering crew","Southampton",0,0,0,0
"1953","male",36,"victualling crew","Southampton",0,0,0,0
"1954","male",34,"victualling crew","Southampton",0,0,0,0
"1955","male",22,"victualling crew","Southampton",0,0,0,1
"1956","male",30,"engineering crew","Southampton",0,0,0,1
"1957","male",23,"victualling crew","Southampton",0,0,0,1
"1958","male",20,"engineering crew","Southampton",0,0,0,0
"1959","male",17,"restaurant staff","Southampton",0,0,0,0
"1960","female",36,"victualling crew","Southampton",0,0,0,1
"1961","male",23,"victualling crew","Southampton",0,0,0,0
"1962","male",24,"engineering crew","Southampton",0,0,0,1
"1963","male",21,"victualling crew","Southampton",0,0,0,1
"1964","male",46,"victualling crew","Belfast",0,0,0,0
"1965","male",22,"engineering crew","Southampton",0,0,0,0
"1966","male",23,"victualling crew","Southampton",0,0,0,0
"1967","male",20,"victualling crew","Southampton",0,0,0,1
"1968","male",31,"engineering crew","Southampton",0,0,0,0
"1969","male",22,"engineering crew","Southampton",0,0,0,1
"1970","male",44,"victualling crew","Belfast",0,0,0,0
"1971","male",29,"victualling crew","Southampton",0,0,0,0
"1972","male",29,"engineering crew","Southampton",0,0,0,1
"1973","male",50,"victualling crew","Belfast",0,0,0,0
"1974","male",38,"victualling crew","Belfast",0,0,0,0
"1975","male",21,"restaurant staff","Southampton",0,0,0,0
"1976","male",32,"victualling crew","Belfast",0,0,0,1
"1977","male",20,"engineering crew","Southampton",0,0,0,0
"1978","male",55,"victualling crew","Southampton",0,0,0,0
"1979","male",34,"engineering crew","Southampton",0,0,0,0
"1980","male",30,"engineering crew","Southampton",0,0,0,0
"1981","male",31,"victualling crew","Belfast",0,0,0,0
"1982","male",22,"restaurant staff","Southampton",0,0,0,0
"1983","male",32,"engineering crew","Southampton",0,0,0,1
"1984","male",25,"victualling crew","Southampton",0,0,0,0
"1985","male",19,"victualling crew","Southampton",0,0,0,0
"1986","male",30,"engineering crew","Southampton",0,0,0,0
"1987","male",36,"engineering crew","Southampton",0,0,0,0
"1988","male",22,"victualling crew","Southampton",0,0,0,0
"1989","male",30,"victualling crew","Southampton",0,0,0,0
"1990","male",22,"restaurant staff","Southampton",0,0,0,0
"1991","male",29,"victualling crew","Southampton",0,0,0,0
"1992","male",19,"victualling crew","Southampton",0,0,0,0
"1993","male",37,"victualling crew","Belfast",0,0,0,0
"1994","male",40,"victualling crew","Belfast",0,0,0,0
"1995","male",35,"engineering crew","Southampton",0,0,0,0
"1996","female",41,"victualling crew","Southampton",0,0,0,1
"1997","male",30,"victualling crew","Southampton",0,0,0,0
"1998","female",41,"victualling crew","Southampton",0,0,0,1
"1999","male",31,"victualling crew","Southampton",0,0,0,0
"2000","male",27,"victualling crew","Southampton",0,0,0,0
"2001","male",36,"victualling crew","Southampton",0,0,0,1
"2002","male",23,"restaurant staff","Southampton",0,0,0,0
"2003","male",26,"engineering crew","Belfast",0,0,0,0
"2004","male",49,"restaurant staff","Southampton",0,0,0,0
"2005","male",31,"victualling crew","Belfast",0,0,0,0
"2006","male",32,"deck crew","Belfast",0,0,0,1
"2007","male",24,"engineering crew","Southampton",0,0,0,0
"2008","male",58,"victualling crew","Belfast",0,0,0,1
"2009","male",17,"victualling crew","Southampton",0,0,0,0
"2010","male",27,"engineering crew","Southampton",0,0,0,0
"2011","male",28,"victualling crew","Southampton",0,0,0,0
"2012","male",33,"victualling crew","Southampton",0,0,0,1
